"SRR1917694_sorted"	"SRR1917695_sorted"	"SRR1917696_sorted"	"SRR1917697_sorted"	"SRR1917698_sorted"	"SRR1917699_sorted"	"SRR1917700_sorted"	"SRR1917701_sorted"	"SRR1917702_sorted"	"SRR1917703_sorted"	"SRR1917704_sorted"	"SRR1917705_sorted"	"SRR1917706_sorted"	"SRR1917707_sorted"	"SRR1917708_sorted"	"SRR1917709_sorted"	"SRR1917710_sorted"	"SRR1917711_sorted"	"SRR1917712_sorted"	"SRR1917713_sorted"	"SRR1917714_sorted"	"SRR1917715_sorted"
"gene:Rv3003c"	1400	789	1389	4080	5635	4060	5785	2964	1993	9426	7225	2713	287	1910	2280	1957	927	1063	4652	8147	1169	827
"gene:Rv3004"	247	159	264	618	687	622	946	515	303	1149	822	344	73	465	689	574	276	311	883	1524	147	88
"gene:Rv3005c"	1734	755	1459	4349	6886	4918	7374	3800	2292	8931	6823	2893	451	3068	4130	2329	1118	1447	6304	10382	579	492
"gene:Rv3006"	2295	995	1882	5275	6177	4464	7416	4186	2512	8581	6520	2069	739	4593	5584	5741	2485	3023	6018	10688	1340	919
"gene:Rv3007c"	229	91	177	279	309	235	604	265	151	277	206	97	34	215	291	400	201	270	353	675	131	111
"gene:Rv3008"	296	164	307	625	912	680	914	403	313	1298	997	342	118	731	765	944	524	434	783	1432	214	175
"gene:Rv3009c"	1039	541	763	2111	2872	2148	2300	1309	844	3778	2862	1367	411	2161	2746	2310	1115	1306	3185	6024	483	347
"gene:Rv3010c"	571	314	484	1115	1605	1315	1622	908	632	1648	1451	533	145	850	1421	1440	906	799	1982	3418	305	211
"gene:Rv3011c"	257	89	199	971	1487	1000	783	436	296	2967	2419	953	97	556	454	579	350	375	1951	3418	110	87
"gene:Rv3012c"	17	10	27	103	95	86	73	45	21	235	198	63	18	93	66	83	44	58	159	372	25	24
"gene:Rv3013"	43	27	29	184	215	162	179	102	71	622	396	206	28	160	122	173	71	78	263	530	17	28
"gene:Rv3014c"	433	184	328	1199	1496	1165	1565	967	526	2684	1939	871	158	907	914	817	442	584	1608	2781	243	150
"gene:Rv3015c"	150	52	110	419	456	291	538	285	189	1102	735	310	23	177	199	220	116	104	486	740	64	57
"gene:Rv3016"	513	317	570	619	1008	737	911	537	292	774	588	201	162	958	789	1105	497	537	681	1309	365	287
"gene:Rv3017c"	53	39	71	154	189	155	278	119	70	287	190	72	20	136	86	149	61	71	135	246	45	49
"gene:Rv3018c"	11	10	20	94	101	92	164	87	66	180	132	64	2	53	47	57	31	43	103	110	32	21
"gene:Rv3018A"	2	0	1	7	5	2	1	0	3	5	4	1	2	3	0	6	0	0	5	2	0	0
"gene:Rv3019c"	32	12	31	74	123	54	158	87	50	141	121	57	5	59	58	58	28	37	77	138	24	15
"gene:Rv3020c"	6	9	4	15	18	24	35	31	17	44	42	15	1	8	14	11	7	12	20	28	3	3
"gene:Rv3022A"	11	0	8	32	26	11	38	23	14	37	22	13	1	19	24	26	13	18	23	32	6	10
"gene:Rv3023c"	23	9	21	51	85	56	78	37	18	405	378	110	7	75	63	113	64	48	108	183	27	24
"gene:Rv3024c"	696	285	477	1684	2255	1672	2361	1271	792	3000	2086	933	210	1156	1489	1236	607	604	1789	3581	445	336
"gene:Rv3025c"	668	283	524	1926	2074	1612	2868	1294	856	3424	2638	1094	265	1352	2072	1428	652	864	1966	3422	294	272
"gene:Rv3026c"	20	7	19	118	147	111	141	57	50	374	284	106	24	139	210	281	120	143	252	372	17	13
"gene:Rv3027c"	59	30	70	319	429	388	390	225	102	1156	833	504	153	1108	944	1129	597	565	644	1135	78	61
"gene:Rv3028c"	1166	551	1262	4281	7342	5601	5663	2718	1790	13874	9193	3713	1238	7056	6277	8021	3741	3873	6628	11540	569	362
"gene:Rv3029c"	1013	429	908	3497	4270	2796	4700	2376	1520	10265	8188	3296	752	4484	5373	5208	2349	3145	6198	11234	493	334
"gene:Rv3030"	330	126	295	1128	1217	914	1222	700	409	2090	1704	670	342	1698	1866	1791	718	1158	2102	4155	269	188
"gene:Rv3031"	451	187	411	1558	2137	1699	1774	854	606	3555	2776	1263	513	2530	3517	2520	1173	1412	2630	4976	227	174
"gene:Rv3032"	290	109	205	911	1396	1061	916	596	319	2057	1794	585	239	1309	1831	1148	593	631	1781	3172	114	119
"gene:Rv3032A"	92	52	83	359	357	313	302	219	115	439	431	169	75	446	517	464	249	189	632	957	62	36
"gene:Rv3033"	477	204	407	910	891	665	577	393	161	448	274	99	39	172	212	192	87	61	311	536	98	97
"gene:Rv3034c"	594	328	505	1568	1816	1255	2382	1176	716	2362	1667	566	254	1404	1771	1635	624	692	1759	2956	454	328
"gene:Rv3035"	359	157	216	859	1235	940	1168	691	395	2054	1464	679	141	857	825	1024	468	566	1250	2112	180	110
"gene:Rv3036c"	647	378	691	1984	1919	1576	2645	1434	781	2904	2112	671	252	1559	1663	2527	1163	1257	1790	3514	554	442
"gene:Rv3037c"	205	92	174	777	1155	977	1171	545	316	2070	1603	749	214	1323	2092	2047	877	1027	1040	1933	122	67
"gene:Rv3038c"	926	360	822	2548	3018	2375	3618	1902	1103	4874	3978	1442	717	3797	7059	6078	2888	3177	4578	8411	604	391
"gene:Rv3039c"	199	90	150	574	816	672	948	484	260	817	694	301	110	421	431	498	227	284	526	961	98	93
"gene:Rv3040c"	226	95	165	651	812	714	1161	662	350	825	686	301	101	449	511	526	257	272	693	1333	124	91
"gene:Rv3041c"	361	158	201	943	1364	1132	1688	1088	514	1643	1156	624	152	795	831	674	437	384	1148	2087	213	159
"gene:Rv3042c"	913	334	579	2428	3294	2507	2219	1408	943	3707	2700	1391	247	1365	1728	1696	878	959	4736	8391	526	412
"gene:Rv3043c"	4402	1864	3110	8165	9269	6318	8240	4861	3680	11084	8048	2684	755	3850	4593	4315	2172	3217	17192	28914	2334	1900
"gene:Rv3044"	1252	401	909	3943	4264	3457	4754	3030	1522	7648	5537	2303	536	3360	3718	3748	1697	2392	4865	8769	822	515
"gene:Rv3045"	1940	756	1819	8002	10198	7451	6073	3294	1989	8082	6081	2254	850	5415	5915	4160	2115	2422	7063	11853	1375	906
"gene:Rv3046c"	443	207	330	601	563	467	1272	715	406	808	576	191	129	703	1063	1159	530	685	718	1234	236	215
"gene:Rv3047c"	84	55	81	162	237	143	353	121	133	301	317	120	178	1140	1880	718	364	243	304	589	53	47
"gene:Rv3048c"	830	561	854	1405	1491	1167	3334	1471	1013	3159	2547	886	1606	9887	14782	5899	2660	2244	2533	4350	595	540
"gene:Rv3049c"	2369	1172	2390	6386	7458	5549	14351	6936	4330	14812	11193	3689	8933	51714	78910	35351	15702	16105	6116	10703	2897	2133
"gene:Rv3050c"	1929	983	1828	7613	9738	7322	10588	5076	2837	10897	8463	3601	1579	9646	13196	12390	5843	4968	8655	14632	1281	1084
"gene:Rv3051c"	10858	6490	12578	32597	36278	27754	41319	22988	14187	27347	21193	6833	5061	31528	41393	42706	18667	19304	31039	50916	7601	5968
"gene:Rv3052c"	2800	2056	3441	9383	10379	7366	11430	6447	3773	7817	5819	1920	1642	11841	13104	16303	6606	7547	8826	14498	2183	1603
"gene:Rv3053c"	2461	1529	2888	8379	9823	6597	9339	4984	3538	6995	5114	1427	1484	9364	12204	12939	4903	5817	8086	12496	1829	1431
"gene:Rv3054c"	150	129	270	27	44	41	83	43	35	54	29	7	8	28	38	175	125	104	42	69	33	22
"gene:Rv3055"	132	44	121	309	383	320	394	239	130	426	344	120	48	330	608	678	285	390	369	681	50	43
"gene:Rv3056"	195	76	190	517	651	486	619	396	211	850	553	220	89	514	763	692	326	329	822	1188	155	90
"gene:Rv3057c"	629	293	516	1276	1711	1381	3444	1719	1022	1997	1639	621	246	1322	1452	880	412	510	1221	2228	536	402
"gene:Rv3058c"	824	401	728	1421	1578	1076	2612	1442	921	2945	2117	907	166	1103	1300	852	360	400	2019	3297	545	395
"gene:Rv3059"	1195	552	1044	1712	2014	1522	2313	1500	984	2193	1519	560	170	952	1145	976	447	629	2031	3755	861	608
"gene:Rv3060c"	1490	1696	2122	1885	2592	2124	3289	1577	976	2617	1835	849	260	1555	2704	2054	961	850	1806	3040	385	394
"gene:Rv3061c"	1593	1693	2466	1766	2694	2257	3075	1170	977	2234	1777	823	308	1819	3501	3389	1673	1497	1306	2136	403	380
"gene:Rv3062"	278	222	434	692	710	593	949	478	307	1390	1067	380	98	543	689	1054	598	569	772	1306	147	101
"gene:Rv3063"	523	235	372	1015	1291	965	1570	876	536	1855	1405	522	108	709	1019	676	384	471	1422	2456	414	281
"gene:Rv3064c"	193	81	172	339	384	298	432	259	183	401	248	79	45	321	455	633	255	258	438	600	57	92
"gene:Rv3065"	14	13	25	45	80	102	59	42	27	99	45	12	6	29	39	135	69	70	96	94	8	12
"gene:Rv3066"	53	38	110	207	378	309	316	146	81	318	201	108	40	171	258	774	451	449	283	486	60	45
"gene:Rv3067"	72	39	64	144	208	107	212	104	73	170	132	69	16	116	235	375	185	211	215	383	42	32
"gene:Rv3068c"	214	95	229	402	627	423	578	380	221	1002	753	193	48	312	394	308	137	213	738	1482	148	95
"gene:Rv3069"	111	55	125	218	265	242	403	182	152	404	264	73	28	152	136	172	83	94	204	304	64	50
"gene:Rv3070"	40	13	19	63	91	87	176	90	47	103	71	32	13	55	70	37	24	30	99	204	11	8
"gene:Rv3071"	195	86	161	368	552	351	573	450	226	602	459	162	51	290	317	237	96	110	477	803	142	104
"gene:Rv3072c"	86	42	55	170	278	190	217	102	104	498	388	175	24	160	183	111	50	56	348	492	53	46
"gene:Rv3073c"	25	15	17	34	70	40	56	24	25	86	55	17	2	22	46	55	26	23	58	105	15	14
"gene:Rv3074"	253	105	176	434	846	765	590	327	224	1257	1040	333	150	882	1714	1714	1050	968	1458	2741	257	182
"gene:Rv3075c"	967	450	723	1874	3246	2154	2280	1292	880	5251	3978	1561	239	1354	1978	1613	773	993	4757	8247	459	276
"gene:Rv3076"	78	62	72	218	268	178	317	222	145	435	343	103	17	95	86	109	60	78	313	533	49	16
"gene:Rv3077"	346	157	251	955	1174	928	1125	686	416	1884	1622	652	138	621	498	554	240	351	1474	2776	246	176
"gene:Rv3078"	205	99	163	597	714	506	700	505	257	1034	718	296	63	327	290	223	113	130	767	1260	167	105
"gene:Rv3079c"	165	72	113	163	216	172	293	248	150	204	187	59	28	109	126	318	153	158	193	318	118	123
"gene:Rv3080c"	528	283	429	626	753	600	1032	598	340	951	781	274	124	706	1109	2167	1020	1309	850	1473	373	288
"gene:Rv3081"	136	50	118	351	378	258	496	305	154	503	378	149	44	408	391	925	433	513	429	826	114	98
"gene:Rv3082c"	137	66	117	144	110	115	239	128	71	191	137	50	16	90	83	226	125	160	205	381	127	113
"gene:Rv3083"	1049	294	765	1382	1424	829	3564	1342	989	3287	2531	919	289	1576	2512	650	346	294	623	1062	143	93
"gene:Rv3084"	373	113	289	487	584	378	1277	534	352	1468	1183	509	147	707	1095	340	157	104	219	355	50	56
"gene:Rv3085"	186	35	126	260	310	122	668	259	184	757	527	240	58	342	536	159	62	51	110	175	30	18
"gene:Rv3086"	852	418	740	1055	1494	1002	3414	1419	862	2115	1599	636	231	1394	2171	795	417	420	570	1149	437	399
"gene:Rv3087"	714	288	573	861	1159	822	2294	1032	660	2454	2034	1050	327	1618	2479	1115	592	608	722	1384	370	252
"gene:Rv3088"	471	160	389	605	789	506	1421	722	386	1385	1051	434	180	1018	1576	669	302	323	486	826	358	277
"gene:Rv3089"	751	273	520	1034	1311	925	2137	1181	772	1944	1278	563	224	1240	1930	920	365	393	745	1293	440	427
"gene:Rv3090"	119	54	95	166	225	88	181	137	61	292	199	66	11	95	65	61	30	44	369	775	68	30
"gene:Rv3091"	483	233	439	1366	1975	1526	1561	974	502	3295	2398	1045	201	1106	1551	1524	862	964	1797	3437	295	195
"gene:Rv3092c"	523	415	550	1929	2841	2351	2532	1215	667	12268	9060	3595	414	2461	3489	4528	2291	2258	3334	5752	432	322
"gene:Rv3093c"	52	53	81	82	104	60	216	120	57	7406	5256	2123	13	112	237	139	65	103	915	1676	39	16
"gene:Rv3094c"	99	111	159	70	156	109	326	158	95	10572	8087	3593	28	189	467	200	118	115	1575	2494	59	71
"gene:Rv3095"	441	290	520	528	670	446	1368	793	411	5882	4255	1902	86	624	1180	560	311	344	1835	3353	187	168
"gene:Rv3096"	586	313	543	1707	1754	1359	1726	998	593	6204	4897	1632	143	787	1043	597	260	321	4526	7964	340	268
"gene:Rv3097c"	47	17	46	157	193	149	232	115	93	459	280	132	13	148	140	229	75	110	235	413	55	36
"gene:Rv3098c"	229	143	239	560	572	428	914	583	284	680	504	149	105	514	382	677	333	364	613	1102	260	255
"gene:Rv3098A"	241	138	255	423	479	369	515	336	240	746	665	203	46	274	435	370	205	231	744	1242	100	121
"gene:Rv3099c"	601	268	484	1320	1478	1119	1950	1135	721	2473	2056	764	162	956	1128	1298	580	792	2333	4168	328	217
"gene:Rv3100c"	86	53	65	355	422	328	395	230	112	659	517	210	23	198	154	201	59	83	636	1061	62	51
"gene:Rv3101c"	277	122	258	1081	1030	844	1098	658	332	1754	1286	492	72	484	353	560	206	274	1813	3078	222	164
"gene:Rv3102c"	114	62	107	534	525	397	449	291	155	956	771	311	50	320	183	393	205	258	1022	1596	76	82
"gene:Rv3103c"	204	105	197	817	1117	1056	749	451	197	1482	1183	682	155	803	968	926	482	417	811	1585	97	128
"gene:Rv3104c"	346	136	358	1350	1942	1504	1408	761	469	2431	1694	890	166	1016	1332	1190	567	630	1762	2911	179	111
"gene:Rv3105c"	621	248	541	2183	2525	1740	2415	1240	747	3422	2591	1058	329	1917	2479	3461	1677	1767	2371	3843	364	263
"gene:Rv3106"	472	169	362	955	1166	754	1923	896	615	1445	1171	483	59	370	321	400	221	264	876	1506	394	310
"gene:Rv3107c"	792	423	639	1169	1474	1189	2075	1114	783	1893	1422	535	182	829	937	613	318	461	1367	2290	572	358
"gene:Rv3108"	9	16	13	64	49	62	44	37	19	76	79	21	4	14	20	6	4	1	92	122	20	5
"gene:Rv3109"	11	14	11	99	106	67	80	22	16	144	115	38	1	20	29	9	5	8	120	141	5	5
"gene:Rv3110"	4	6	3	10	25	24	13	9	9	30	21	13	2	13	5	2	1	0	31	57	3	4
"gene:Rv3111"	4	14	2	24	21	19	12	21	6	30	20	9	0	5	2	4	0	0	20	27	1	1
"gene:Rv3112"	3	7	7	14	13	9	2	11	3	19	6	7	0	4	2	2	0	0	7	10	0	1
"gene:Rv3113"	20	11	13	37	57	45	26	34	9	62	58	16	4	4	13	2	0	6	47	75	4	3
"gene:Rv3114"	8	10	4	50	52	45	43	28	10	43	30	6	3	5	8	2	2	4	48	52	6	5
"gene:Rv3115"	14	13	22	60	78	66	57	31	23	383	342	121	7	68	50	109	57	63	116	187	24	25
"gene:Rv3116"	372	194	426	1048	1310	812	1147	685	445	2499	2058	524	133	822	847	716	301	466	2937	4852	258	235
"gene:Rv3117"	575	301	589	1548	1427	1072	1385	821	431	3177	2531	854	559	4201	2164	5217	2238	3400	3057	4866	724	517
"gene:Rv3118"	107	38	94	194	255	207	208	132	72	379	315	157	59	497	372	669	351	443	382	659	62	39
"gene:Rv3119"	160	67	135	504	599	350	500	301	214	716	555	242	38	319	352	276	146	147	761	1144	107	89
"gene:Rv3120"	360	165	332	1075	1562	1037	1344	703	447	1704	1287	605	142	794	791	724	349	395	1449	2498	270	251
"gene:Rv3121"	350	150	338	1820	2042	1574	1449	902	546	3073	2358	845	245	1396	1054	1028	418	471	2578	4476	368	303
"gene:Rv3122"	57	15	51	213	389	310	278	147	86	557	359	110	24	161	189	279	165	152	395	485	27	13
"gene:Rv3123"	19	23	34	129	187	157	179	103	46	260	210	122	25	150	155	258	181	156	109	182	17	19
"gene:Rv3124"	198	134	312	536	752	576	667	368	232	734	489	199	135	718	824	563	203	335	471	792	386	209
"gene:Rv3125c"	83	69	84	202	297	229	330	174	116	346	247	84	10	77	74	60	28	64	204	313	27	12
"gene:Rv3126c"	43	35	43	12	43	30	193	157	165	12	24	3	0	9	1	21	25	27	23	10	4	8
"gene:Rv3127"	16571	11488	17043	4899	23693	18437	49665	38844	40278	1331	1238	634	31	505	218	4857	4837	8555	2096	3080	2128	5289
"gene:Rv3129"	41	13	41	35	48	29	181	71	36	110	79	17	8	68	64	40	30	28	61	88	62	34
"gene:Rv3130c"	41612	23194	35076	8775	63996	46315	141118	102983	110160	963	970	841	32	646	173	24116	21982	41587	1493	2294	4421	13774
"gene:Rv3131"	35345	15111	26343	11133	57582	45473	117814	83509	70938	889	994	732	26	779	58	9067	10650	15798	1154	1685	7727	15974
"gene:Rv3132c"	3054	1438	2018	1905	2295	1814	3687	2554	4854	2702	2218	926	245	1344	1949	3892	2414	3906	2206	3688	702	415
"gene:Rv3133c"	777	402	657	315	660	531	1446	1269	2267	533	377	206	48	317	358	1210	722	1301	326	611	83	78
"gene:Rv3134c"	3037	1656	2540	620	4475	3314	8913	6865	8371	593	416	250	41	215	270	1603	1475	2825	459	889	149	484
"gene:Rv3135"	813	323	762	3633	4344	2664	9696	4079	2272	2813	2277	711	98	664	545	625	297	591	3383	5786	862	636
"gene:Rv3136"	2792	882	2557	11774	17666	10089	25077	11441	6379	9254	7975	2740	556	3088	2485	2168	1280	2997	12023	20892	3004	1876
"gene:Rv3136A"	196	79	148	260	288	245	386	304	162	422	255	112	55	395	254	485	249	353	321	608	167	80
"gene:Rv3137"	357	134	370	1741	3007	2006	3324	1316	737	1750	1458	667	133	631	667	479	328	413	1888	3391	514	309
"gene:Rv3138"	261	141	237	494	774	486	855	394	208	758	643	219	78	449	562	728	359	355	809	1371	243	201
"gene:Rv3139"	2116	1499	3387	3114	13813	10440	4785	2476	2161	8512	6821	2601	6228	34140	34373	45023	22715	24063	4417	8296	769	667
"gene:Rv3140"	869	501	1170	1419	2277	1943	2478	1229	1283	6915	4690	1722	5854	36695	40521	38077	17622	18150	5389	8569	662	609
"gene:Rv3141"	1190	631	983	2480	3182	2815	3274	1593	935	4845	3780	1407	591	3654	5134	3166	1535	1342	2853	5429	683	515
"gene:Rv3142c"	1351	572	917	1666	2106	1517	2249	1238	929	2347	1759	615	161	1231	1911	917	405	538	2552	3783	460	338
"gene:Rv3143"	73	23	42	297	218	138	288	178	105	600	391	129	19	94	48	103	42	99	629	1099	94	66
"gene:Rv3144c"	1637	642	1338	3415	4708	3605	3808	2127	1469	5488	3369	1409	509	2944	3223	1848	859	920	3142	5373	770	593
"gene:Rv3145"	498	320	531	1705	2287	1411	1612	857	549	3433	2330	828	48	237	547	332	123	134	1880	2663	266	178
"gene:Rv3146"	534	236	493	1793	1967	1767	1739	965	523	3420	2107	909	59	316	690	312	111	148	2230	3551	217	145
"gene:Rv3147"	909	446	765	2792	3510	2654	2885	1692	960	5374	3952	1996	132	560	1282	700	321	341	3967	7258	533	373
"gene:Rv3148"	1592	762	1542	5854	7887	5717	4782	2986	1896	11177	8390	3380	293	1073	2315	1085	553	588	8945	14101	856	686
"gene:Rv3149"	825	284	525	2838	4239	2910	2848	1682	799	5754	4554	1767	87	469	817	452	183	306	2783	5295	287	229
"gene:Rv3150"	1506	523	1044	5549	7492	5667	4964	2970	1654	9220	7269	2946	164	752	1620	813	405	545	5874	10049	572	337
"gene:Rv3151"	3008	1200	2609	13657	18789	14929	13671	7288	3990	28454	22019	9578	462	2373	4652	2303	1219	1485	14349	25507	1311	854
"gene:Rv3152"	1891	744	1850	9261	11387	8939	9576	5395	2874	15737	11275	4502	291	1460	2589	1223	598	704	9851	16264	901	712
"gene:Rv3153"	380	191	445	1878	2765	1918	2190	1297	660	3000	2357	1138	59	331	571	285	171	152	2246	3604	230	170
"gene:Rv3154"	1063	489	1171	5272	7144	5741	6029	3313	1710	10292	7411	3746	189	987	1597	855	446	411	5513	9467	519	385
"gene:Rv3155"	79	28	80	415	485	350	435	243	98	991	874	269	6	60	120	64	34	31	534	1106	57	50
"gene:Rv3156"	2391	850	2164	10750	14439	11195	13383	6305	3479	23078	17183	7790	318	1660	3030	1283	774	906	10986	19376	930	736
"gene:Rv3157"	2444	927	2136	11002	14886	11192	13354	6086	3522	22512	15734	7405	357	1831	3543	1625	841	909	12024	21545	1148	781
"gene:Rv3158"	1545	698	1508	7238	9999	7732	9218	4264	2395	16645	11696	4814	211	1326	2063	1104	598	692	7830	13986	798	472
"gene:Rv3159c"	634	422	999	991	1399	922	980	471	315	1245	875	341	162	916	1380	429	197	179	3873	6247	233	231
"gene:Rv3160c"	1009	865	2013	1159	1607	1114	963	474	271	871	763	288	156	993	1420	508	296	246	5598	9593	349	200
"gene:Rv3161c"	3466	2385	5419	2867	4840	2824	2455	1269	843	1801	1442	561	315	1995	2960	1333	638	601	18878	31078	1044	741
"gene:Rv3162c"	117	51	97	194	238	245	445	172	181	230	170	93	13	137	234	167	97	73	116	192	39	56
"gene:Rv3163c"	136	54	109	314	382	332	563	265	151	393	371	156	33	231	295	234	98	91	383	490	130	93
"gene:Rv3164c"	177	116	201	168	327	228	414	220	159	421	401	103	35	186	246	214	101	152	323	471	178	152
"gene:Rv3165c"	71	65	111	53	75	46	116	93	40	84	69	26	9	45	86	54	40	29	77	141	53	44
"gene:Rv3166c"	478	289	467	491	641	519	1163	675	389	815	627	195	60	432	473	350	168	192	454	915	268	249
"gene:Rv3167c"	93	150	203	76	41	38	86	62	24	153	92	26	10	35	39	110	54	82	108	177	30	25
"gene:Rv3168"	820	1278	1488	172	191	130	389	273	208	251	172	58	27	156	136	194	59	149	305	429	106	115
"gene:Rv3169"	1737	1650	2271	746	851	722	1342	927	722	815	527	235	77	434	360	484	290	406	702	1319	396	325
"gene:Rv3170"	407	195	400	825	1125	830	1570	750	483	1491	976	398	92	532	819	420	216	223	682	1265	194	211
"gene:Rv3171c"	4848	2785	3715	8326	11832	8610	10607	6597	3688	9423	8073	3221	482	2494	3617	1977	1033	1392	9494	17760	1298	1009
"gene:Rv3172c"	209	142	231	214	289	200	485	258	127	620	516	162	28	162	214	99	73	56	426	606	96	51
"gene:Rv3173c"	1261	1194	2036	1255	1661	1500	3545	1413	1131	2807	2388	686	156	1162	2305	795	429	365	2591	3993	315	274
"gene:Rv3174"	634	766	1204	56	58	86	463	147	157	89	69	36	18	80	126	39	15	12	35	58	28	20
"gene:Rv3175"	751	652	1630	79	92	96	400	179	169	179	109	41	16	136	181	48	26	53	86	135	55	38
"gene:Rv3176c"	445	643	954	228	266	258	936	330	246	402	306	118	39	254	510	461	214	237	156	309	121	118
"gene:Rv3177"	208	253	457	27	35	33	152	69	39	43	39	11	0	35	37	18	8	8	28	41	25	17
"gene:Rv3178"	28	68	121	12	10	6	38	32	9	19	8	3	3	4	10	4	1	3	11	22	1	3
"gene:Rv3179"	66	29	37	110	116	91	141	81	54	288	268	77	12	101	46	131	74	91	307	511	40	46
"gene:Rv3180c"	82	41	62	114	218	126	166	104	64	289	269	108	32	141	97	316	199	212	252	462	73	41
"gene:Rv3181c"	28	19	35	46	47	50	61	41	32	66	71	13	4	40	45	225	150	151	82	130	33	32
"gene:Rv3182"	87	47	79	119	272	195	229	132	61	201	125	43	17	99	108	230	126	180	128	452	39	38
"gene:Rv3183"	19	18	35	70	81	66	103	40	15	73	57	32	7	51	38	163	93	110	27	42	11	14
"gene:Rv3184"	11	4	11	22	26	20	45	27	17	56	34	15	3	14	19	31	12	13	39	88	4	6
"gene:Rv3185"	30	10	43	103	97	60	116	69	43	192	167	52	16	69	50	104	41	51	154	289	33	20
"gene:Rv3186"	19	9	9	18	23	12	40	16	9	63	28	25	1	12	17	28	13	17	55	63	4	5
"gene:Rv3187"	33	33	47	85	108	80	112	81	39	219	157	66	20	75	74	108	53	67	146	292	45	42
"gene:Rv3188"	143	111	199	270	241	209	389	246	163	269	180	111	15	177	138	600	352	539	339	516	212	146
"gene:Rv3189"	104	70	153	220	228	168	236	142	73	304	213	60	19	156	117	487	261	378	288	558	134	104
"gene:Rv3190c"	684	272	608	1919	2161	1666	3164	1443	997	3581	2850	970	181	1132	1118	744	336	452	2841	4646	349	241
"gene:Rv3190A"	723	281	538	1219	1459	1012	1658	963	683	2030	1620	349	196	1137	1676	785	357	401	2406	3990	222	179
"gene:Rv3191c"	360	127	334	618	654	392	1146	631	549	1059	696	129	43	226	178	140	67	67	938	1352	150	142
"gene:Rv3192"	10	8	21	56	49	31	135	50	32	76	56	15	9	17	29	30	14	30	44	46	34	29
"gene:Rv3193c"	2604	1211	2474	7392	9774	7689	8422	4949	3051	12263	9265	3678	972	5314	7023	5052	2568	2842	11359	18546	1668	1173
"gene:Rv3194c"	281	115	209	722	807	631	977	594	338	1342	972	351	94	558	421	495	237	347	1219	2146	147	114
"gene:Rv3195"	111	59	102	300	432	384	658	287	193	563	374	169	51	414	497	299	139	125	230	380	119	81
"gene:Rv3196"	36	19	22	43	89	52	78	56	35	111	75	45	7	65	69	44	44	36	54	116	33	26
"gene:Rv3196A"	140	79	136	263	347	257	535	352	194	356	349	100	34	208	216	154	63	100	358	519	94	82
"gene:Rv3197"	6876	2690	6009	11992	15404	13631	30025	13930	9965	9628	6971	2702	1811	11474	19178	15046	7404	7070	7940	13114	3050	2146
"gene:Rv3197A"	84	26	87	244	270	228	521	257	177	536	443	93	33	165	133	177	69	116	346	560	177	115
"gene:Rv3198c"	1687	631	1275	3472	4639	3474	7582	3755	2287	5156	3901	1496	517	3280	4475	2133	973	1303	2636	4639	1044	746
"gene:Rv3198A"	304	133	258	718	772	455	939	561	299	1310	1089	327	116	550	403	375	168	243	1263	2086	300	148
"gene:Rv3199c"	161	91	139	715	1008	768	652	405	195	2001	1462	651	127	681	738	817	433	341	1307	2262	119	115
"gene:Rv3200c"	574	258	478	1728	2059	1490	1678	955	524	5092	3667	1464	288	1641	1730	1792	870	1024	4103	7403	393	255
"gene:Rv3201c"	90	30	116	291	438	355	421	193	148	1059	898	413	177	879	1529	1066	566	611	738	1319	41	60
"gene:Rv3202c"	149	45	146	293	504	416	508	238	190	1321	1244	481	181	1199	2387	1603	917	862	837	1475	63	35
"gene:Rv3203"	162	70	116	381	483	368	569	273	203	679	544	184	54	313	334	492	245	397	442	883	114	103
"gene:Rv3204"	83	53	95	203	306	277	340	234	111	261	203	96	25	165	211	212	98	141	169	273	61	61
"gene:Rv3205c"	1516	863	1617	4475	5354	4159	5323	2949	1637	8887	6164	2782	714	3992	4451	6194	3139	3237	6551	11535	1051	734
"gene:Rv3206c"	1746	1474	2028	1964	2614	1966	2759	1426	1191	3904	3087	1340	358	2097	3289	4890	2611	2911	3545	6226	702	600
"gene:Rv3207c"	1407	558	901	2510	3603	2479	4503	2260	1510	5256	4389	1681	419	2438	4159	4067	2109	2528	4523	8237	684	488
"gene:Rv3208"	994	515	930	2630	3337	2252	3535	1708	984	5662	4134	1594	380	2253	2975	2632	1354	1572	3781	6468	610	509
