"SRR1917694_sorted"	"SRR1917695_sorted"	"SRR1917696_sorted"	"SRR1917697_sorted"	"SRR1917698_sorted"	"SRR1917699_sorted"	"SRR1917700_sorted"	"SRR1917701_sorted"	"SRR1917702_sorted"	"SRR1917703_sorted"	"SRR1917704_sorted"	"SRR1917705_sorted"	"SRR1917706_sorted"	"SRR1917707_sorted"	"SRR1917708_sorted"	"SRR1917709_sorted"	"SRR1917710_sorted"	"SRR1917711_sorted"	"SRR1917712_sorted"	"SRR1917713_sorted"	"SRR1917714_sorted"	"SRR1917715_sorted"
"gene:Rv1845c"	1224	668	1108	2167	3154	2906	3058	1526	1089	5094	3617	1628	423	2234	3520	4852	2548	2993	3439	6077	561	383
"gene:Rv1846c"	1790	614	1116	1774	2583	1974	1891	1114	994	2070	1516	561	162	1006	1529	1423	766	872	3944	6663	323	310
"gene:Rv1847"	100	48	80	235	244	166	284	202	141	413	271	75	528	4371	3915	2284	1134	1288	388	532	68	40
"gene:Rv1848"	33	14	19	69	118	59	92	60	41	138	88	46	22	160	235	121	60	50	84	192	11	5
"gene:Rv1849"	24	17	26	75	90	53	113	49	26	155	121	81	26	107	179	95	33	53	101	199	15	5
"gene:Rv1850"	372	165	322	1241	1503	1163	1380	884	443	2256	1767	625	270	1269	2636	1010	419	448	1310	2529	157	112
"gene:Rv1851"	86	52	83	286	333	331	369	169	126	551	449	223	61	232	646	221	129	135	300	442	38	25
"gene:Rv1852"	51	20	50	149	216	150	150	93	54	317	257	85	20	100	242	89	42	48	176	297	34	18
"gene:Rv1853"	140	83	147	429	606	568	667	307	185	826	524	286	80	278	498	185	82	117	345	719	122	55
"gene:Rv1854c"	1141	741	1355	2326	3865	2789	3193	1753	1016	4027	3044	1162	667	4210	4462	8090	4116	4684	3717	7114	891	713
"gene:Rv1855c"	747	380	707	1882	2258	1784	3022	1426	927	2825	2222	828	404	2122	2501	3185	1439	1685	2033	3486	368	297
"gene:Rv1856c"	1634	808	1316	4173	4872	3029	9496	4338	2172	5743	4810	1836	724	4840	4769	5385	2424	2895	2719	4966	672	384
"gene:Rv1857"	1409	596	1236	3721	4049	2181	7905	2923	1742	4417	3504	1158	631	3489	4256	3639	1540	1658	3813	6026	390	313
"gene:Rv1858"	51	17	54	182	212	161	463	132	70	383	349	166	39	315	484	392	197	154	244	330	36	11
"gene:Rv1859"	489	247	530	1664	2271	1736	3011	1318	742	2539	1654	835	305	1760	2359	2109	1000	991	1354	2554	266	216
"gene:Rv1860"	1348	766	1449	2822	3439	2268	4673	3215	1636	4336	3284	1525	528	2887	3240	2380	1024	1530	3810	6921	552	389
"gene:Rv1861"	36	19	18	130	99	89	162	92	52	142	117	55	7	75	63	48	29	70	152	180	18	23
"gene:Rv1862"	416	194	305	692	1093	810	1160	677	365	1333	952	407	114	641	828	858	491	585	774	1452	244	178
"gene:Rv1863c"	1770	769	1399	4191	5156	4072	6783	3178	2234	5750	4194	2283	526	2660	3266	2835	1235	1411	5216	8212	914	611
"gene:Rv1864c"	90	56	107	247	302	161	390	209	158	564	442	166	43	231	212	257	112	135	555	856	99	69
"gene:Rv1865c"	82	16	37	96	193	122	190	112	67	313	229	65	7	79	57	74	27	36	204	332	26	13
"gene:Rv1866"	266	124	251	664	853	628	806	507	263	1727	1255	501	76	358	290	289	175	198	1194	2118	197	149
"gene:Rv1867"	229	100	221	457	644	430	680	339	270	1059	752	279	30	202	390	252	144	150	806	1265	90	61
"gene:Rv1868"	376	234	306	794	953	731	1312	772	474	1168	915	318	84	482	602	594	330	403	807	1459	306	224
"gene:Rv1869c"	1392	535	1295	4891	6466	5158	9454	3634	2144	10824	8011	3813	532	2877	7701	1855	984	667	5248	9030	654	474
"gene:Rv1870c"	1542	565	1518	7703	8346	7469	11324	4843	2752	13838	10947	4704	996	6864	8926	3556	1814	1050	6696	10593	845	1000
"gene:Rv1871c"	4953	2496	3818	8669	10041	9608	17677	8885	5835	12110	8173	2903	908	6994	10220	6155	3106	2944	8890	17278	2056	1768
"gene:Rv1872c"	45198	23262	43537	88143	119240	96687	202708	102327	58728	110317	86016	34991	15117	83734	120602	74621	35210	37233	71843	121607	24315	18377
"gene:Rv1873"	17	14	27	51	52	53	116	29	41	69	67	33	29	125	93	98	55	64	53	118	18	23
"gene:Rv1874"	346	125	261	544	773	475	697	477	303	807	594	215	82	511	837	1068	440	595	769	1260	131	74
"gene:Rv1875"	431	277	394	433	544	429	679	366	266	710	560	207	42	284	366	568	244	357	501	894	137	102
"gene:Rv1876"	407	161	397	1378	1675	1005	1489	834	493	2572	2007	551	151	850	630	1494	624	694	2116	3373	525	351
"gene:Rv1877"	751	365	591	2272	2525	1962	3414	1936	1101	3739	2461	1074	354	1971	1684	2944	1458	1572	2386	4390	774	541
"gene:Rv1878"	169	55	134	394	436	310	519	295	170	754	473	258	44	291	295	364	196	193	561	964	125	91
"gene:Rv1879"	118	36	93	217	285	234	339	266	176	388	285	100	31	184	173	223	96	94	310	580	94	98
"gene:Rv1880c"	1695	847	1330	3157	4038	3080	4358	2779	1683	4891	3539	1536	364	2351	2840	3037	1491	1718	4335	7524	1069	666
"gene:Rv1881c"	329	136	251	592	798	500	880	537	313	1038	734	290	46	376	463	410	179	230	1054	2019	158	90
"gene:Rv1882c"	278	172	240	913	1170	806	1270	765	363	1790	1327	591	105	415	662	429	246	250	1044	1866	121	118
"gene:Rv1883c"	975	501	776	2119	2469	1644	3514	1814	1157	3976	2685	1350	78	384	732	398	200	235	2774	4583	230	171
"gene:Rv1884c"	3290	1234	2490	7676	9080	5456	11654	6375	3733	12031	9237	2592	95	476	583	183	53	104	10821	18177	559	437
"gene:Rv1885c"	254	97	229	908	1175	732	1558	1119	452	1665	1340	510	172	1003	469	605	305	498	1229	2245	412	298
"gene:Rv1886c"	1473	555	1227	5936	5735	4049	10002	6108	3239	9228	6576	2130	541	3432	2211	2292	916	1743	7939	13565	1356	814
"gene:Rv1887"	3096	1331	2537	11973	14859	10893	15232	7474	4453	19812	13588	5879	1477	8204	7051	8915	4167	4514	10939	18379	2389	1688
"gene:Rv1888c"	439	250	415	627	844	562	1481	850	458	999	772	293	88	386	422	575	268	418	1068	1707	379	289
"gene:Rv1888A"	15	14	60	57	66	34	84	48	22	80	98	30	9	48	14	28	13	14	71	114	57	38
"gene:Rv1889c"	19	16	20	96	75	66	70	41	35	140	97	36	8	80	33	30	13	16	119	214	30	8
"gene:Rv1890c"	25	21	36	86	70	61	154	59	37	187	101	34	13	78	90	83	63	72	126	220	30	11
"gene:Rv1891"	1117	510	935	2264	2457	1505	5395	3110	1574	2352	1723	631	101	700	731	799	350	465	1562	3143	618	479
"gene:Rv1892"	239	140	205	457	514	363	1079	647	357	545	401	170	38	196	220	168	94	112	357	752	211	109
"gene:Rv1893"	551	233	468	824	1141	680	2010	1043	624	822	578	161	37	385	291	377	172	264	638	1219	688	580
"gene:Rv1894c"	595	467	744	748	1264	1023	1159	565	403	877	736	232	66	502	600	1989	955	1091	1012	1759	329	293
"gene:Rv1895"	498	528	831	454	550	411	786	497	307	791	618	276	25	290	178	679	315	453	593	873	291	252
"gene:Rv1896c"	231	129	218	621	775	514	846	488	293	1129	763	255	94	481	445	473	201	279	875	1485	179	109
"gene:Rv1897c"	122	54	125	317	429	367	570	271	135	752	511	159	47	236	329	296	184	126	373	517	64	59
"gene:Rv1898"	407	200	311	763	959	698	1333	694	424	1191	932	306	94	615	845	820	362	374	1016	1625	256	178
"gene:Rv1899c"	3381	1483	2756	7137	12334	9710	13541	7299	3946	12435	9185	3557	1071	5701	5716	6010	3144	3662	5085	9093	2109	1016
"gene:Rv1900c"	758	301	644	1619	2437	1988	3788	1789	887	3488	2476	753	310	1661	2171	1469	775	781	1568	2960	496	362
"gene:Rv1901"	796	344	638	2182	2794	2055	3516	1883	966	4664	3602	1336	293	1350	1824	1039	458	499	2613	4574	445	285
"gene:Rv1902c"	196	70	181	499	475	335	791	519	278	1059	688	292	73	368	440	259	100	127	816	1324	167	131
"gene:Rv1903"	229	133	233	504	506	392	708	321	254	747	591	185	40	308	416	143	71	54	521	913	86	91
"gene:Rv1904"	3581	1598	2832	5622	6138	4354	16885	8395	4824	6469	4692	1592	866	5093	5956	2123	970	1192	2870	5397	4035	2861
"gene:Rv1905c"	403	208	386	1271	1621	1164	2413	1095	681	3525	2320	1034	146	853	1213	770	369	331	1564	2595	272	253
"gene:Rv1906c"	471	244	376	1542	1509	989	1835	978	573	2810	2060	868	167	807	1089	887	408	471	1925	3392	355	217
"gene:Rv1907c"	182	61	98	375	494	356	522	260	206	746	634	211	47	353	340	564	299	276	506	728	101	100
"gene:Rv1908c"	2335	684	1938	4267	5718	4167	4863	3170	2058	5719	4374	1674	551	3467	3437	12716	6288	7106	5438	9584	2044	1478
"gene:Rv1909c"	194	94	194	206	146	141	279	185	135	350	234	128	57	346	324	2720	1230	1402	439	730	303	195
"gene:Rv1910c"	320	193	315	350	371	316	729	403	257	761	602	203	21	160	236	203	87	126	627	980	314	233
"gene:Rv1911c"	1304	622	1166	1432	1454	1278	3320	1849	1137	3435	2521	1030	77	460	709	633	304	409	2212	4113	863	628
"gene:Rv1912c"	191	92	170	270	330	270	327	252	163	644	463	202	47	185	181	227	119	168	693	1287	136	69
"gene:Rv1913"	85	37	89	161	175	92	223	132	53	437	304	134	11	85	108	172	97	99	358	599	85	55
"gene:Rv1914c"	219	120	167	423	446	381	905	512	256	893	622	206	46	286	249	290	141	166	554	832	155	108
"gene:Rv1915"	1476	779	1517	2492	2837	2092	4463	2328	1441	4239	3024	957	252	1605	2042	1999	914	1107	3775	6789	1097	867
"gene:Rv1916"	968	491	768	1647	2069	1659	2435	1560	903	2593	2242	808	180	1124	1364	1680	824	943	2620	4466	904	742
"gene:Rv1917c"	105	45	95	232	311	196	441	228	127	577	410	153	32	124	138	130	88	66	423	722	101	70
"gene:Rv1918c"	1288	580	1128	2519	3006	1944	4567	3163	1787	4091	3246	974	168	1051	1177	716	386	492	2687	4973	500	405
"gene:Rv1919c"	941	390	667	2026	2452	1584	3047	1640	1019	3764	2494	915	180	1001	979	762	256	396	2775	4363	460	355
"gene:Rv1920"	498	297	444	784	895	772	1520	870	518	1181	818	257	91	480	536	554	266	357	1016	1625	463	349
"gene:Rv1921c"	78	69	78	116	144	118	213	114	65	185	170	53	15	83	92	66	25	54	135	271	76	43
"gene:Rv1922"	288	210	285	268	379	214	578	351	206	677	519	127	24	165	162	224	99	138	412	715	254	155
"gene:Rv1923"	785	306	633	1633	2009	1468	2008	1123	741	3349	2406	837	194	893	1175	905	406	491	2750	4704	352	251
"gene:Rv1924c"	666	284	538	1280	1590	1292	1701	1031	556	1956	1383	578	208	934	1667	726	337	400	1872	3072	303	212
"gene:Rv1925"	12829	6458	11487	26465	39119	28931	30518	17339	10968	43292	32696	10838	2892	18852	30514	20545	9918	10501	47351	84161	5731	4071
"gene:Rv1926c"	613	327	596	805	795	489	1392	941	673	1254	973	318	111	512	408	526	253	417	1484	2597	582	423
"gene:Rv1927"	360	217	341	703	764	618	1120	600	409	1874	1474	556	77	477	763	503	235	208	2728	4347	273	177
"gene:Rv1928c"	49	34	82	104	83	71	148	75	54	216	178	47	16	55	54	85	31	44	204	292	59	54
"gene:Rv1929c"	228	192	311	536	686	518	943	521	263	1466	1172	430	72	547	526	773	388	412	905	1322	303	359
"gene:Rv1930c"	25	2	16	18	26	16	31	22	27	51	50	12	5	25	31	11	10	18	34	83	18	8
"gene:Rv1931c"	65	27	59	93	152	108	184	112	59	242	151	69	12	75	105	77	34	68	128	245	34	28
"gene:Rv1932"	1153	542	1177	2777	3737	3007	3340	1787	1244	6045	4511	1813	315	1524	1496	873	456	527	5035	8562	558	380
"gene:Rv1933c"	22	1	13	32	36	30	50	15	19	58	40	21	3	47	28	54	28	26	31	59	9	6
"gene:Rv1934c"	13	8	22	46	63	51	79	58	21	55	58	39	7	79	52	181	107	109	49	96	20	11
"gene:Rv1935c"	35	22	46	84	105	78	141	63	40	136	138	38	24	119	110	523	284	321	71	149	29	15
"gene:Rv1936"	111	93	162	170	232	206	280	202	128	303	200	91	37	234	215	1410	739	763	170	364	60	58
"gene:Rv1937"	249	169	267	343	468	311	593	372	202	584	393	174	68	399	424	2029	1226	1149	393	705	147	89
"gene:Rv1938"	87	49	68	120	177	106	212	106	71	130	108	48	17	106	146	350	192	236	120	171	54	36
"gene:Rv1939"	8	8	9	21	39	33	38	15	17	23	28	12	11	21	34	66	38	33	21	27	14	9
"gene:Rv1940"	79	32	37	125	181	177	238	127	95	203	127	82	24	183	189	480	306	284	110	184	32	27
"gene:Rv1941"	91	41	75	293	318	285	435	270	108	639	413	176	42	238	242	241	130	123	420	683	59	38
"gene:Rv1942c"	150	90	154	350	463	298	523	268	148	729	559	284	55	255	289	304	185	237	663	1155	151	87
"gene:Rv1943c"	60	58	33	93	97	72	141	50	29	209	150	36	24	68	62	59	21	24	186	309	34	19
"gene:Rv1944c"	116	88	106	138	176	140	347	191	114	401	280	142	9	118	153	120	63	92	295	453	68	58
"gene:Rv1945"	240	144	273	352	439	370	582	299	225	694	554	163	58	385	572	1127	553	651	587	1034	295	242
"gene:Rv1946c"	114	88	117	143	136	124	504	263	155	327	162	49	13	111	53	106	32	33	203	271	173	99
"gene:Rv1947"	233	100	198	494	637	524	829	521	174	1863	1393	580	74	463	338	320	132	132	1092	1722	156	90
"gene:Rv1948c"	17	19	25	54	58	39	90	48	22	99	93	40	8	31	39	33	21	23	86	134	21	14
"gene:Rv1949c"	27	15	43	61	66	68	81	59	20	209	185	41	6	61	38	58	21	50	98	213	33	30
"gene:Rv1950c"	13	5	5	2	13	5	13	3	6	20	13	1	0	1	0	4	0	0	5	17	2	3
"gene:Rv1951c"	84	27	53	96	161	77	197	144	72	229	157	60	9	83	53	117	47	87	211	291	44	49
"gene:Rv1952"	127	95	141	230	225	132	444	311	145	319	170	60	19	225	287	397	198	210	365	682	77	104
"gene:Rv1953"	389	218	599	177	230	166	385	204	142	414	214	51	36	238	291	393	170	290	464	824	145	124
"gene:Rv1954c"	31	9	8	60	59	41	105	80	37	80	80	15	13	61	29	62	27	55	65	87	45	31
"gene:Rv1954A"	1278	959	2178	586	631	597	1397	830	678	999	619	311	145	858	951	1667	1118	1354	1476	2559	337	347
"gene:Rv1955"	108	100	351	108	143	96	197	129	67	179	145	59	31	250	212	379	270	203	184	345	59	35
"gene:Rv1956"	128	79	279	162	144	128	228	157	66	325	215	99	37	234	152	405	254	247	312	547	60	37
"gene:Rv1957"	359	157	495	768	726	531	1025	633	419	1064	887	284	119	581	525	517	272	343	1096	1893	278	120
"gene:Rv1958c"	5	7	16	18	34	17	30	16	6	61	64	28	7	26	27	76	16	37	73	82	10	16
"gene:Rv1959c"	29	23	28	51	45	59	109	38	20	98	103	29	3	18	43	76	39	39	97	174	13	11
"gene:Rv1960c"	47	36	51	95	69	80	184	106	28	187	117	45	10	94	79	203	86	108	217	302	30	33
"gene:Rv1961"	111	38	94	193	200	129	298	153	125	301	209	79	22	205	228	198	131	85	141	300	51	37
"gene:Rv1962c"	97	57	99	281	336	241	333	179	130	708	523	202	46	233	173	335	167	236	664	1107	83	71
"gene:Rv1962A"	64	45	56	90	93	85	128	77	65	169	124	48	9	72	71	138	35	60	197	434	44	37
"gene:Rv1963c"	231	170	213	340	363	305	415	214	146	686	521	196	49	300	283	712	328	471	707	1210	119	69
"gene:Rv1964"	107	70	89	105	148	98	212	96	69	165	108	59	53	207	222	1493	798	803	144	213	54	51
"gene:Rv1965"	30	13	10	78	57	33	84	40	20	52	38	17	10	60	87	320	159	224	41	80	11	25
"gene:Rv1966"	50	32	72	104	101	104	161	97	44	83	66	27	32	130	182	572	284	244	74	168	39	43
"gene:Rv1967"	83	37	36	106	80	88	132	84	46	72	73	28	21	133	148	544	253	274	91	134	62	39
"gene:Rv1968"	79	31	66	127	157	122	121	114	77	70	72	35	42	179	236	700	403	397	97	188	50	65
"gene:Rv1969"	59	15	39	111	134	112	119	82	40	98	58	12	14	139	178	329	164	166	81	136	56	48
"gene:Rv1970"	54	16	22	146	149	132	133	93	75	106	68	26	24	167	203	492	263	216	95	180	50	37
"gene:Rv1971"	60	27	63	216	243	225	255	195	102	125	98	46	35	210	271	431	241	214	146	266	67	72
"gene:Rv1972"	16	7	17	37	43	60	80	42	28	46	22	23	2	57	63	80	35	63	32	57	19	12
"gene:Rv1973"	13	7	11	42	52	34	49	41	18	47	31	8	3	51	84	107	51	63	11	24	17	13
"gene:Rv1974"	8	0	4	20	35	11	22	14	11	13	15	3	10	14	25	29	24	43	13	19	9	6
"gene:Rv1975"	77	32	33	99	100	107	178	142	76	94	109	30	7	90	79	99	58	49	76	155	115	99
"gene:Rv1976c"	252	114	186	319	541	405	714	378	226	532	409	174	61	312	383	368	181	189	451	785	109	99
"gene:Rv1977"	504	211	395	827	1040	808	1633	945	535	1489	1064	441	143	806	1003	1031	444	595	849	1487	428	405
"gene:Rv1978"	336	162	232	618	746	463	985	507	311	926	697	196	72	366	452	442	238	297	884	1465	295	215
"gene:Rv1979c"	999	404	939	3879	4475	3427	5957	3082	1646	9772	7250	3038	587	3688	3938	2869	1209	1086	3959	6451	1259	1037
"gene:Rv1980c"	2035	915	2218	8289	8076	5567	11319	6594	3715	15359	11828	4043	1264	7457	5544	5530	2143	3076	8138	13119	3972	2772
"gene:Rv1981c"	820	491	879	2344	2102	1574	3341	1599	1011	3838	3227	1018	730	4573	3994	5687	2786	3652	4043	7021	1002	720
"gene:Rv1982c"	155	114	221	479	706	454	483	262	173	640	479	302	32	219	398	402	226	263	724	1230	91	75
"gene:Rv1982A"	135	89	159	334	259	272	369	178	132	410	277	89	26	164	196	335	189	126	611	1136	70	48
"gene:Rv1983"	291	124	290	802	1030	746	1383	656	406	1197	886	245	129	776	1036	704	338	457	771	1389	190	162
"gene:Rv1984c"	359	182	304	505	648	397	818	508	320	1263	996	345	114	591	655	853	306	486	1442	2431	191	107
"gene:Rv1985c"	104	50	176	177	200	177	208	102	80	480	408	140	40	291	339	654	362	305	333	666	83	72
"gene:Rv1986"	203	121	204	366	358	272	522	275	192	1046	682	326	887	5046	4787	15447	6488	9034	616	979	234	169
"gene:Rv1987"	784	346	577	2060	2600	1674	1046	645	485	4208	3599	996	143	733	778	649	274	329	7069	10985	448	292
"gene:Rv1988"	462	135	223	816	964	653	1861	859	548	1689	1279	636	83	550	696	594	272	465	1200	2007	306	307
"gene:Rv1989c"	277	151	274	363	451	342	756	382	260	351	287	55	54	313	306	360	178	211	340	472	195	140
"gene:Rv1990c"	265	158	236	258	291	198	447	292	250	171	148	45	25	188	159	304	141	204	245	388	250	219
"gene:Rv1990A"	69	40	78	43	75	70	124	68	35	79	67	34	17	98	73	140	91	82	39	121	45	60
"gene:Rv1991c"	73	57	109	111	160	86	124	80	45	167	130	58	17	99	75	156	68	89	162	265	51	35
"gene:Rv1991A"	25	39	65	37	40	50	57	31	19	49	38	7	0	25	10	57	35	31	55	126	19	6
"gene:Rv1992c"	2065	2713	7157	964	1480	1308	2074	1048	797	1320	1016	402	171	1073	1303	3773	2139	2229	955	1717	402	236
"gene:Rv1993c"	97	193	412	37	64	40	59	36	54	31	44	26	2	44	30	130	61	96	49	90	31	23
"gene:Rv1994c"	365	519	1132	106	149	162	319	125	144	120	99	37	11	73	98	389	223	213	155	233	144	140
"gene:Rv1995"	136	84	205	26	19	12	57	55	13	33	25	15	4	18	26	59	20	38	63	86	17	17
"gene:Rv1996"	11658	6530	10084	2540	16027	12174	32020	25000	27106	438	417	231	37	343	378	4046	4147	6920	810	1511	905	3517
"gene:Rv1997"	3318	1637	2471	292	1174	767	4302	3375	6555	385	265	168	27	177	212	2906	1959	4788	212	372	185	404
"gene:Rv1998c"	197	161	237	249	264	161	488	269	147	409	303	121	35	123	186	127	81	104	460	876	138	97
"gene:Rv1999c"	90	32	56	44	26	17	68	31	21	91	67	39	4	17	29	35	19	31	68	117	13	6
"gene:Rv2000"	138	67	119	431	420	280	477	277	179	842	638	226	65	343	228	350	126	224	695	1215	213	123
"gene:Rv2001"	60	32	82	265	319	164	259	200	86	494	410	126	38	175	77	119	84	135	454	852	133	89
"gene:Rv2002"	213	108	156	583	759	537	653	423	250	934	833	331	54	328	243	301	124	241	677	1326	179	128
"gene:Rv2003c"	448	250	289	326	357	326	441	327	1115	404	413	129	59	257	234	975	610	1109	213	425	150	82
"gene:Rv2004c"	654	300	431	427	656	430	962	785	1865	722	565	270	47	301	450	1860	1235	2645	385	768	144	98
"gene:Rv2005c"	748	353	518	333	785	536	2006	1681	3169	561	341	242	67	232	354	1562	1095	2300	414	719	168	183
"gene:Rv2006"	1028	487	777	1140	1506	1246	2622	1750	2007	1811	1383	567	127	740	910	1327	836	1230	1071	1778	351	307
"gene:Rv2007c"	4664	2738	3317	268	2421	1785	7558	6581	14578	374	461	251	7	74	61	5117	3949	9536	443	716	166	912
"gene:Rv2008c"	32	13	48	76	81	62	78	59	32	168	120	40	9	53	49	157	83	88	236	355	49	13
"gene:Rv2009"	45	21	33	129	160	144	244	98	53	478	419	162	13	78	161	244	160	77	753	1114	29	22
"gene:Rv2010"	92	38	88	521	602	524	627	277	151	1770	1532	668	48	345	601	686	350	435	1512	2686	121	117
"gene:Rv2011c"	46	56	130	38	41	32	35	20	24	115	72	23	0	31	20	135	93	124	146	232	15	10
"gene:Rv2012"	49	68	139	64	29	24	73	38	16	123	96	28	8	32	29	169	78	166	182	343	21	39
"gene:Rv2013"	0	0	18	8	6	2	6	3	4	7	3	7	0	7	1	29	21	24	3	3	5	5
"gene:Rv2014"	2	0	0	1	1	1	6	0	1	4	3	0	0	1	1	17	8	15	4	1	6	6
"gene:Rv2015c"	594	302	544	1357	2006	1518	1970	1088	723	2440	1957	826	212	1675	2605	1869	997	1033	2526	3999	341	182
"gene:Rv2016"	203	259	422	162	132	99	192	117	104	285	324	70	36	227	338	569	262	374	414	567	115	109
"gene:Rv2017"	278	372	492	311	345	241	306	200	116	447	324	133	69	423	521	958	426	574	464	834	200	173
"gene:Rv2018"	440	295	375	569	634	431	940	509	364	846	610	258	84	572	662	1082	461	565	701	1273	381	327
"gene:Rv2019"	32	32	39	107	134	110	183	91	57	330	180	63	13	79	88	91	61	48	147	257	57	64
"gene:Rv2020c"	114	57	136	418	510	368	520	338	158	548	439	179	64	445	341	466	225	268	515	820	200	117
"gene:Rv2021c"	114	51	83	186	216	157	322	197	111	278	266	97	29	199	132	199	115	157	289	570	77	64
"gene:Rv2022c"	82	49	77	152	186	127	259	153	108	299	229	82	25	143	156	211	121	138	197	311	108	91
"gene:Rv2023c"	149	79	162	309	406	336	708	295	247	842	590	290	41	280	435	244	123	101	507	753	78	60
"gene:Rv2024c"	704	300	541	870	1215	872	1966	885	580	2122	1583	579	160	990	1619	1445	760	963	1248	2358	246	184
"gene:Rv2025c"	1492	1580	2547	136	143	134	358	262	199	139	127	46	16	91	67	135	53	89	179	294	71	45
"gene:Rv2026c"	131	47	116	208	244	172	353	181	104	311	209	67	21	129	157	210	90	104	219	475	134	80
"gene:Rv2027c"	222	85	165	364	439	316	548	308	392	828	668	225	38	326	402	481	273	308	603	973	137	118
"gene:Rv2028c"	1103	302	445	42	43	42	56	273	2078	171	129	60	3	17	18	1123	657	1455	50	92	13	17
"gene:Rv2029c"	963	370	445	44	39	21	73	292	2667	151	152	84	7	28	25	1349	900	1801	67	104	33	19
"gene:Rv2030c"	10566	4139	6736	78	1732	1001	5053	5700	25623	516	707	573	15	54	92	13322	9396	19387	64	101	25	92
"gene:Rv2031c"	16784	6262	11246	843	6189	4025	18876	17839	31745	254	388	291	0	70	39	7320	5093	13280	208	337	436	1594
"gene:Rv2032"	4451	2588	3631	290	3423	2268	10365	9215	12685	131	133	121	8	22	29	3544	3053	7593	122	206	137	545
"gene:Rv2033c"	152	73	110	541	815	467	542	337	224	1707	1403	573	16	158	160	158	72	185	737	1306	26	20
"gene:Rv2034"	255	334	549	107	100	129	270	156	112	156	119	27	26	185	127	1907	1014	1097	146	239	1278	672
"gene:Rv2035"	151	134	215	99	121	80	155	90	70	102	81	29	15	103	76	330	163	242	114	223	75	40
"gene:Rv2036"	450	597	846	453	513	337	719	410	238	372	316	114	61	365	250	679	315	429	373	708	229	146
"gene:Rv2037c"	396	214	331	494	613	538	1078	517	419	626	494	188	28	307	322	366	169	203	411	648	198	130
"gene:Rv2038c"	111	57	71	278	358	263	398	246	158	368	239	130	15	125	205	109	54	37	315	518	49	45
"gene:Rv2039c"	61	38	75	205	156	152	340	190	85	266	199	69	19	74	148	89	25	21	152	242	48	41
"gene:Rv2040c"	106	43	108	280	294	284	391	147	123	418	327	91	19	121	215	119	55	45	360	527	63	75
"gene:Rv2041c"	308	91	270	382	505	414	748	451	270	708	522	180	30	267	375	340	141	113	506	847	185	135
"gene:Rv2042c"	220	129	228	311	589	476	542	303	161	650	527	224	39	294	502	390	224	189	481	804	87	54
"gene:Rv2043c"	599	386	535	747	1074	945	1165	643	532	1148	869	319	73	543	734	871	430	404	1491	2488	234	209
"gene:Rv2044c"	10	4	6	23	24	15	35	23	13	58	23	16	0	34	34	18	14	9	14	37	4	4
"gene:Rv2045c"	1007	433	793	1985	2472	1761	2679	1588	904	2958	2215	871	330	1646	2532	1849	885	972	2149	4024	581	346
"gene:Rv2046"	587	308	474	1122	1122	805	1757	1007	599	1857	1360	654	133	950	884	584	318	375	1105	1983	322	226
"gene:Rv2047c"	708	287	612	2282	3456	2779	4514	1850	1064	4819	3557	1687	253	1419	2761	2172	1083	1129	2062	3615	336	222
"gene:Rv2048c"	7342	2322	5952	19449	29434	22282	38052	14890	10422	39292	29779	13287	2884	15217	28753	16194	7925	8113	17934	28599	2175	1613
"gene:Rv2049c"	366	135	238	910	1298	843	1382	699	382	1831	1168	719	161	1034	1021	977	541	693	1095	1887	123	90
"gene:Rv2050"	1015	471	861	1829	2010	1422	2490	1382	991	2625	2127	823	329	2007	1248	3853	1893	2539	2035	3469	924	798
"gene:Rv2051c"	2112	868	1948	6983	9593	7491	7738	3770	2679	12294	9394	3604	857	5250	6771	5239	2593	2836	7567	13850	1047	718
"gene:Rv2052c"	868	386	783	2076	3135	2744	2008	1065	696	5377	4221	1942	263	1552	1946	2691	1471	1599	2792	5201	246	195
"gene:Rv2053c"	1317	718	1027	2132	2465	2292	2753	1193	1357	4217	2956	1417	255	1416	1649	3253	1726	1830	2703	4302	469	430
"gene:Rv2054"	792	273	757	1967	2488	1801	2556	1322	865	2607	1930	676	275	1326	1604	1177	525	855	2549	4373	340	173
"gene:Rv2055c"	46	17	37	125	154	116	240	146	63	734	513	126	28	211	99	367	177	220	139	315	54	24
"gene:Rv2056c"	6	8	6	37	26	15	25	13	11	193	203	59	10	51	31	120	48	87	17	56	13	7
"gene:Rv2057c"	1	3	3	7	12	8	12	12	9	129	103	13	3	23	22	75	36	47	25	39	3	4
"gene:Rv2058c"	1	0	4	11	24	6	16	6	3	104	93	14	5	36	24	70	40	61	9	30	2	8
"gene:Rv2059"	89	29	51	242	227	170	327	130	75	1371	1159	344	82	586	492	2017	1223	1403	378	658	138	101
"gene:Rv2060"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gene:Rv2061c"	737	270	700	2392	2628	2004	2699	1534	958	4102	3175	1117	376	1944	1962	2164	1101	1343	3248	5514	502	271
"gene:Rv2062c"	1046	419	824	3624	5014	4229	4059	2302	1385	8963	6849	2887	623	3206	3380	3437	1610	1803	4396	7628	571	360
"gene:Rv2063"	7	7	9	13	15	15	21	10	2	27	13	24	1	11	8	17	5	18	55	64	13	3
"gene:Rv2063A"	11	12	21	27	58	43	59	24	17	86	73	31	3	18	44	99	43	57	55	111	10	9
